지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),지면온도(°C)
138,포항,2023-05-01 00:00,16.3,,2.2,270,31,1010.4,,,,0,13.2
140,군산,2023-04-29 01:00,17.2,0,3.6,110,72,1009.3,,,,9,15.1
140,군산,2023-04-29 02:00,17,0,1.8,140,76,1008.3,,,,9,15.1
140,군산,2023-04-29 03:00,16.8,0,1.2,110,77,1007.1,,,,6,15.2
140,군산,2023-04-29 04:00,16.6,.1,1.8,110,85,1005.9,,,,10,15.2
140,군산,2023-04-29 05:00,16.1,0,2.4,140,93,1005.8,,,,10,15.4
140,군산,2023-04-29 06:00,16.2,.1,2.6,140,96,1005.1,0,,,5,15.6
140,군산,2023-04-29 07:00,16.3,0,1.7,160,96,1005.2,0,,,9,15.9
140,군산,2023-04-29 08:00,16.7,0,1.6,180,95,1005,0,,,9,16.5
140,군산,2023-04-29 09:00,17,,3.8,200,93,1005,0,,,10,17.4
140,군산,2023-04-29 10:00,17.2,,4.2,230,91,1004.9,0,,,9,18.9
140,군산,2023-04-29 11:00,13.8,0,5.4,250,95,1005.4,0,,,10,15.3
140,군산,2023-04-29 12:00,13,.6,5.9,270,95,1005.5,0,,,10,14.3
140,군산,2023-04-29 13:00,12.7,1.2,2.9,140,94,1004.1,0,,,9,14.6
140,군산,2023-04-29 14:00,11.9,.2,6.9,290,95,1005.1,0,,,10,13.3
140,군산,2023-04-29 15:00,11.9,.2,3.3,290,93,1005.1,0,,,10,14
140,군산,2023-04-29 16:00,12.2,0,5.2,270,88,1005.4,0,,,10,14.1
140,군산,2023-04-29 17:00,12.4,0,3.7,270,79,1005.3,0,,,10,14.3
140,군산,2023-04-29 18:00,12.2,,3.9,270,81,1005.8,0,,,8,13.1
140,군산,2023-04-29 19:00,11.8,,4.3,250,84,1006.1,0,,,10,11.8
140,군산,2023-04-29 20:00,10.7,,8.1,290,81,1007.1,0,,,9,10.5
140,군산,2023-04-29 21:00,10,,6.2,290,74,1008,,,,10,9.4
140,군산,2023-04-29 22:00,9.9,,5.6,320,71,1008.7,,,,10,9.1
140,군산,2023-04-29 23:00,9.7,,5.1,320,75,1008.9,,,,10,9
140,군산,2023-04-30 00:00,9.7,,5.5,290,76,1009.1,,,,8,9
140,군산,2023-04-30 01:00,9.6,,3.7,290,78,1009.5,,,,10,9
140,군산,2023-04-30 02:00,9.4,,4.2,290,79,1009.3,,,,8,8.4
140,군산,2023-04-30 03:00,8.1,,.5,270,86,1008.8,,,,3,6.4
140,군산,2023-04-30 04:00,7.1,,.5,90,91,1009.1,,,,0,5.5
140,군산,2023-04-30 05:00,6.7,,2.2,110,93,1009.2,,,,0,5.2
140,군산,2023-04-30 06:00,6.7,,2.3,90,93,1009.7,0,,,0,5.3
140,군산,2023-04-30 07:00,7.3,,2.1,110,91,1010.2,.3,,,0,7.2
140,군산,2023-04-30 08:00,10.4,,2,160,82,1010.6,1,,,0,12.7
140,군산,2023-04-30 09:00,13.1,,2.4,200,73,1010.4,1,,,1,18.3
140,군산,2023-04-30 10:00,13.9,,2.7,270,62,1010.7,1,,,0,21.9
140,군산,2023-04-30 11:00,14.8,,3.3,270,52,1010.5,1,,,0,26.1
140,군산,2023-04-30 12:00,16.2,,2.8,270,48,1009.9,1,,,0,31.1
140,군산,2023-04-30 13:00,17.9,,3.9,230,32,1009.4,1,,,0,34
140,군산,2023-04-30 14:00,17.5,,4.7,230,38,1009.1,1,,,1,33.7
140,군산,2023-04-30 15:00,17.1,,6.3,230,34,1008.8,1,,,4,30.7
140,군산,2023-04-30 16:00,17.4,,6,200,44,1008.8,1,,,6,28.6
140,군산,2023-04-30 17:00,16.9,,5.1,230,50,1008.6,1,,,0,25
140,군산,2023-04-30 18:00,16.2,,3.6,200,55,1008.5,.8,,,5,20.4
140,군산,2023-04-30 19:00,14.9,,4.6,180,61,1008.5,.2,,,5,16.1
140,군산,2023-04-30 20:00,14.2,,3.6,180,67,1009,0,,,6,14.1
140,군산,2023-04-30 21:00,13.9,,3.8,180,70,1009.7,,,,6,12.8
140,군산,2023-04-30 22:00,14,,4,230,71,1010.3,,,,6,12.4
140,군산,2023-04-30 23:00,13.9,,4.2,230,69,1010.2,,,,6,11.8
140,군산,2023-05-01 00:00,13.2,,4.7,270,77,1010.7,,,,6,11.9
143,대구,2023-04-29 01:00,17.7,,.6,90,69,1006.9,,,,9,17.6
143,대구,2023-04-29 02:00,17.8,,1,110,70,1006,,,,9,17.8
143,대구,2023-04-29 03:00,17.7,0,2,110,82,1004.4,,,,10,17.6
143,대구,2023-04-29 04:00,16.7,.1,2.3,110,94,1003.4,,,,10,17.1
143,대구,2023-04-29 05:00,16.5,.7,1.2,110,96,1002.5,,,,10,17
143,대구,2023-04-29 06:00,16.6,.2,.3,0,97,1002.3,0,0,,10,17.1
143,대구,2023-04-29 07:00,16.8,.3,1.5,90,98,1001.9,0,.06,,10,17.8
143,대구,2023-04-29 08:00,17.3,.1,.8,50,95,1001.6,0,.14,,10,18
143,대구,2023-04-29 09:00,18.2,.2,.9,70,91,1001.5,0,.43,,8,21.6
143,대구,2023-04-29 10:00,18.9,,1.3,110,89,1000.7,0,.51,,10,21.3
143,대구,2023-04-29 11:00,20.3,,1.3,70,81,999.6,0,.84,,9,24.8
143,대구,2023-04-29 12:00,21,,2.2,90,74,998.8,0,.91,,8,23.6
143,대구,2023-04-29 13:00,21.6,,4.6,270,67,997.8,0,.57,,10,21.3
143,대구,2023-04-29 14:00,19.4,.8,2.9,250,87,997.7,0,.38,,10,20.2
143,대구,2023-04-29 15:00,19.3,.1,3.3,270,77,997.2,0,.21,,10,19
143,대구,2023-04-29 16:00,18.6,.2,2.5,270,85,997.4,0,.14,,10,18.7
143,대구,2023-04-29 17:00,17,5.2,2.1,270,92,997.8,0,.07,,10,17.7
143,대구,2023-04-29 18:00,16.8,.8,2.3,290,81,997.9,0,.07,,10,16.8
143,대구,2023-04-29 19:00,16.9,,4.1,270,69,998.1,0,.05,,10,15.7
143,대구,2023-04-29 20:00,15.7,,4.2,290,63,998.9,0,0,,10,13.8
143,대구,2023-04-29 21:00,14.1,,4.9,290,58,1000.6,,,,10,12.3
143,대구,2023-04-29 22:00,13.3,,3.7,290,58,1000.8,,,,8,11.1
143,대구,2023-04-29 23:00,13,,3.9,270,57,1001.1,,,,1,10.3
143,대구,2023-04-30 00:00,11.4,,1.4,50,70,1001.6,,,,3,10
143,대구,2023-04-30 01:00,11.8,,4.2,290,65,1002.4,,,,7,9.6
143,대구,2023-04-30 02:00,10.6,,3.2,290,65,1002.9,,,,6,8.8
143,대구,2023-04-30 03:00,10.2,,3,290,66,1002.9,,,,4,8.3
143,대구,2023-04-30 04:00,9.9,,2.6,290,65,1002.9,,,,0,7.8
143,대구,2023-04-30 05:00,9.7,,3,290,66,1003.3,,,,0,7.5
143,대구,2023-04-30 06:00,9.6,,2,270,67,1003.6,0,.01,,0,7.7
143,대구,2023-04-30 07:00,10.7,,3.1,270,61,1004.2,.9,.4,,0,9.8
143,대구,2023-04-30 08:00,12.4,,3.5,270,53,1004.8,1,1.14,,0,15.3
143,대구,2023-04-30 09:00,14.3,,4.9,270,41,1004.9,1,1.9,,0,18.8
143,대구,2023-04-30 10:00,16.3,,3.3,290,37,1004.8,1,2.57,,2,23
143,대구,2023-04-30 11:00,18,,5.8,290,30,1004.4,1,3.1,,0,25.3
143,대구,2023-04-30 12:00,19.7,,4,290,27,1003.6,1,3.44,,0,32
143,대구,2023-04-30 13:00,21,,3.5,290,25,1002.9,1,3.53,,0,36.1
143,대구,2023-04-30 14:00,22.4,,2.5,290,24,1002.3,1,3.36,,0,37.6
143,대구,2023-04-30 15:00,23,,6.2,270,21,1001.8,1,2.94,,1,35.4
143,대구,2023-04-30 16:00,23.3,,5.4,290,18,1001.5,1,2.42,,2,32.7
143,대구,2023-04-30 17:00,23.3,,4.5,270,20,1001.7,1,1.67,,2,25.9
143,대구,2023-04-30 18:00,21.7,,4.9,290,22,1002.3,.9,.85,,5,21.2
143,대구,2023-04-30 19:00,20.5,,4.4,270,21,1002.9,.6,.28,,0,18.2
143,대구,2023-04-30 20:00,19.4,,2.7,270,23,1003.6,0,.01,,0,16.2
143,대구,2023-04-30 21:00,18.6,,3.2,270,25,1004.3,,,,0,15.1
143,대구,2023-04-30 22:00,16,,1.4,50,33,1005,,,,1,13.5
143,대구,2023-04-30 23:00,15.3,,.3,0,34,1004.8,,,,4,12.5
143,대구,2023-05-01 00:00,16.1,,2.6,230,35,1005.1,,,,0,12.3
146,전주,2023-04-29 01:00,18.5,,.8,140,70,1005.1,,,,8,17.3
146,전주,2023-04-29 02:00,18.6,0,.7,160,71,1003.9,,,,10,17.4
146,전주,2023-04-29 03:00,18,0,1.3,140,76,1002.6,,,,10,17.3
146,전주,2023-04-29 04:00,16.4,.8,1.1,90,92,1001.3,,,,10,17.2
146,전주,2023-04-29 05:00,16.4,1.8,.7,140,95,1001.4,,,,10,17.2
146,전주,2023-04-29 06:00,16.6,.5,1.1,110,95,1000.8,0,0,,10,17.2
146,전주,2023-04-29 07:00,16.8,,.2,0,94,1000.8,0,.06,,10,17.5
146,전주,2023-04-29 08:00,17.3,,.8,140,93,1000.5,0,.08,,10,17.7
146,전주,2023-04-29 09:00,17.7,,.9,250,91,1000.5,0,.14,,10,18.1
146,전주,2023-04-29 10:00,17.8,0,1.3,230,90,1000.1,0,.16,,10,18.4
146,전주,2023-04-29 11:00,18.2,0,3.5,230,85,1000.2,0,.18,,10,18.2
146,전주,2023-04-29 12:00,15.8,1.5,3.4,250,93,1000.4,0,.22,,10,18
146,전주,2023-04-29 13:00,13.8,.7,2.9,270,93,1000.3,0,.24,,9,17
146,전주,2023-04-29 14:00,13.8,1.3,.9,180,94,999.8,0,.2,,10,17
146,전주,2023-04-29 15:00,12.4,.2,5.1,270,93,1000.5,0,.15,,10,15.6
146,전주,2023-04-29 16:00,12.6,0,2.1,250,92,1000.4,0,.22,,10,15.9
146,전주,2023-04-29 17:00,12.4,,3.7,270,83,1000.8,0,.23,,10,15.5
146,전주,2023-04-29 18:00,12.6,,2.6,270,76,1001.2,.1,.49,,7,15.6
146,전주,2023-04-29 19:00,12.2,,2.5,270,77,1001.5,0,.08,,9,14
146,전주,2023-04-29 20:00,11.7,,2.3,250,81,1002.2,0,.01,,9,13.4
146,전주,2023-04-29 21:00,10.5,,4.6,270,80,1003.2,,,,9,12.4
146,전주,2023-04-29 22:00,9.9,,3.2,270,76,1004.2,,,,10,11.8
146,전주,2023-04-29 23:00,9.8,,2.3,270,72,1004.5,,,,10,11.4
146,전주,2023-04-30 00:00,9.7,,2.8,270,75,1004.7,,,,9,11.2
146,전주,2023-04-30 01:00,9.5,,2,250,76,1005.1,,,,1,11
146,전주,2023-04-30 02:00,9.7,,2.7,250,74,1004.8,,,,9,10.8
146,전주,2023-04-30 03:00,8.9,,2.3,270,77,1004.5,,,,4,9.7
146,전주,2023-04-30 04:00,8.6,,.9,230,80,1004.6,,,,0,8.9
146,전주,2023-04-30 05:00,8.4,,.5,160,84,1004.6,,,,0,8.3
146,전주,2023-04-30 06:00,7.8,,.9,180,87,1005.1,0,.01,,0,8.1
146,전주,2023-04-30 07:00,8.7,,.8,140,83,1005.9,.7,.28,,4,9.6
146,전주,2023-04-30 08:00,10.9,,1,140,76,1006.1,.9,.89,,0,13.1
146,전주,2023-04-30 09:00,12.3,,1.2,250,63,1006.2,1,1.64,,0,18.3
146,전주,2023-04-30 10:00,13.8,,1.4,250,59,1006.4,1,2.34,,0,22.7
146,전주,2023-04-30 11:00,15,,1.8,230,50,1006,1,2.9,,0,25.8
146,전주,2023-04-30 12:00,16.3,,1.9,250,47,1005.5,1,3.24,,0,27.9
146,전주,2023-04-30 13:00,18,,2.6,230,41,1004.6,1,3.36,,0,28.5
146,전주,2023-04-30 14:00,19.6,,3.6,250,37,1004,1,3.25,,0,28.4
146,전주,2023-04-30 15:00,19.7,,4,290,34,1003.8,1,2.95,,0,27.5
146,전주,2023-04-30 16:00,19.3,,4.7,230,34,1003.7,1,2.3,,0,24.3
146,전주,2023-04-30 17:00,18.3,,5.7,250,38,1004.1,1,1.64,,0,21.1
146,전주,2023-04-30 18:00,17.7,,5.1,230,38,1004.1,1,.99,,0,17.7
146,전주,2023-04-30 19:00,16.8,,3.3,230,42,1004.2,.5,.27,,0,15.1
146,전주,2023-04-30 20:00,15.7,,1.8,200,49,1004.5,0,0,,0,13.7
146,전주,2023-04-30 21:00,15.4,,2.2,200,51,1005.1,,,,0,12.8
146,전주,2023-04-30 22:00,14.2,,1.4,270,53,1005.8,,,,1,12.4
146,전주,2023-04-30 23:00,13.9,,2.5,230,57,1005.8,,,,2,11.8
146,전주,2023-05-01 00:00,14,,2.2,250,55,1006.3,,,,3,11.6
152,울산,2023-04-29 01:00,17.4,,2.2,200,77,1003.9,,,,10,16
152,울산,2023-04-29 02:00,17.8,,2.6,200,79,1003.1,,,,7,16.4
152,울산,2023-04-29 03:00,16.9,.2,2.1,180,91,1002,,,,10,16.7
152,울산,2023-04-29 04:00,16.8,.2,4,200,93,1000.6,,,,10,16.6
152,울산,2023-04-29 05:00,16.5,.2,3,200,93,1000.2,,,,10,16.6
152,울산,2023-04-29 06:00,16.5,.5,5.8,200,93,999.7,0,0,,10,16.4
152,울산,2023-04-29 07:00,16.3,.4,4.5,200,94,999.4,0,.02,,10,16.5
152,울산,2023-04-29 08:00,16.3,.3,4.4,200,95,999.3,0,.11,,10,17.1
152,울산,2023-04-29 09:00,16.6,.1,4.1,230,94,998.3,0,.27,,10,17.4
152,울산,2023-04-29 10:00,16.6,.1,2,200,95,998.1,0,.1,,10,17.3
152,울산,2023-04-29 11:00,17.7,.1,3.1,200,92,997,0,.55,,10,20.5
152,울산,2023-04-29 12:00,18.8,,2.7,200,88,995.9,0,.85,,10,21.3
152,울산,2023-04-29 13:00,20.2,,2.3,180,80,994.9,0,1.11,,10,23.2
152,울산,2023-04-29 14:00,19.2,0,2.1,160,81,994.2,0,.64,,10,20.8
152,울산,2023-04-29 15:00,18.9,.2,4.1,230,83,993.4,0,.37,,10,19.7
152,울산,2023-04-29 16:00,18.3,.1,2,230,86,993.4,0,.23,,10,18.9
152,울산,2023-04-29 17:00,17.8,.3,1.6,290,87,993.5,0,.11,,10,18.3
152,울산,2023-04-29 18:00,17.2,.5,1.6,270,86,993.6,0,.07,,10,17.3
152,울산,2023-04-29 19:00,16.3,.3,2.4,250,68,993.9,0,.03,,10,15.2
152,울산,2023-04-29 20:00,15.7,0,1.5,250,73,994.3,0,0,,10,14.5
152,울산,2023-04-29 21:00,15.3,,2.5,270,74,995.3,,,,8,13.7
152,울산,2023-04-29 22:00,14.8,,1.9,320,76,995.5,,,,8,13.6
152,울산,2023-04-29 23:00,13.2,,2.6,290,64,996.4,,,,7,11.6
152,울산,2023-04-30 00:00,11.7,,1.9,320,65,996.7,,,,3,9.7
152,울산,2023-04-30 01:00,11.4,,1.8,290,63,996.8,,,,7,9.2
152,울산,2023-04-30 02:00,11.3,,2.7,340,63,996.8,,,,7,8.7
152,울산,2023-04-30 03:00,11.2,,4.3,270,59,997.4,,,,5,8
152,울산,2023-04-30 04:00,10.3,,4.5,270,59,997.4,,,,6,7.2
152,울산,2023-04-30 05:00,9.7,,4.9,290,61,997.8,,,,4,6.7
152,울산,2023-04-30 06:00,9.9,,4.5,290,57,998.6,.1,.02,,0,6.5
152,울산,2023-04-30 07:00,11.1,,3.1,290,55,999.3,1,.47,,2,7.8
152,울산,2023-04-30 08:00,13.1,,2.7,320,47,999.7,1,1.24,,0,11.9
152,울산,2023-04-30 09:00,15.1,,5,290,36,1000.3,1,2,,0,17
152,울산,2023-04-30 10:00,17.2,,2.8,290,34,1000.5,1,2.66,,0,22.4
152,울산,2023-04-30 11:00,18.8,,3.5,270,29,1000.1,1,2.66,,0,26.6
152,울산,2023-04-30 12:00,19.7,,3.8,320,25,999.8,1,3.18,,0,30.1
152,울산,2023-04-30 13:00,20.9,,2.3,90,26,999.2,1,3.52,,0,32.8
152,울산,2023-04-30 14:00,20.8,,2.4,160,36,998.7,1,3.36,,0,34.2
152,울산,2023-04-30 15:00,20.2,,2.4,160,39,998.5,1,2.96,,0,33
152,울산,2023-04-30 16:00,20.9,,2,140,40,998.1,1,2.39,,0,30.4
152,울산,2023-04-30 17:00,21.4,,2.8,160,37,998.1,.8,1.52,,3,26.3
152,울산,2023-04-30 18:00,19.4,,4.1,200,38,998.8,.7,.73,,6,20.4
152,울산,2023-04-30 19:00,18.2,,3.1,230,42,999.4,.2,.18,,2,16.4
152,울산,2023-04-30 20:00,17,,3.5,250,47,1000,0,0,,1,14.3
152,울산,2023-04-30 21:00,16.2,,2.8,270,51,1000.7,,,,0,13.1
152,울산,2023-04-30 22:00,16.3,,3.4,270,47,1001.2,,,,0,12.5
152,울산,2023-04-30 23:00,15.9,,1.8,270,44,1001.2,,,,0,11.4
152,울산,2023-05-01 00:00,15.2,,1.8,270,44,1001.4,,,,0,10.5
155,창원,2023-04-29 01:00,16.1,.9,1.2,140,91,1009.5,,,,10,17.1
155,창원,2023-04-29 02:00,16,2.3,2.1,140,92,1008.5,,,,10,16.7
155,창원,2023-04-29 03:00,16.3,1.9,2.4,140,93,1007.3,,,,10,16.8
155,창원,2023-04-29 04:00,17,5.1,1.5,200,93,1006.1,,,,10,16.9
155,창원,2023-04-29 05:00,17,3.6,3.9,200,90,1005.6,,,,10,16.9
155,창원,2023-04-29 06:00,17.1,.3,2.9,180,89,1005.2,0,0,,10,16.9
155,창원,2023-04-29 07:00,17,2.4,2.9,160,90,1005.1,0,0,,10,17
155,창원,2023-04-29 08:00,17.1,3.5,4,180,89,1004.8,0,.05,,10,17.3
155,창원,2023-04-29 09:00,17.4,.2,3.1,160,91,1004.3,0,.16,,10,18
155,창원,2023-04-29 10:00,17.8,,1.6,110,91,1003.7,0,.31,,10,19
155,창원,2023-04-29 11:00,18,,2.1,140,91,1003.1,0,.4,,10,20
155,창원,2023-04-29 12:00,18.8,,1.2,230,89,1002.3,0,.62,,10,21.6
155,창원,2023-04-29 13:00,20.1,,1.8,160,83,1001.4,0,1.47,,10,25
155,창원,2023-04-29 14:00,18.4,.9,1.6,160,88,1000.8,0,.63,,10,22.3
155,창원,2023-04-29 15:00,17.8,.8,1.3,230,88,1000.4,0,.44,,10,20.8
155,창원,2023-04-29 16:00,17.4,.3,.9,230,89,1000.3,0,.3,,10,19.8
155,창원,2023-04-29 17:00,17.2,1,1.3,270,87,1000.3,0,.17,,10,19.2
155,창원,2023-04-29 18:00,16.5,.9,.5,270,87,999.9,0,.08,,10,18.2
155,창원,2023-04-29 19:00,15,.2,1,270,91,1000.6,0,.01,,10,17.3
155,창원,2023-04-29 20:00,14.6,,1,270,83,1001.6,0,0,,9,15.8
155,창원,2023-04-29 21:00,13.4,,.5,270,75,1002.4,,,,9,14.2
155,창원,2023-04-29 22:00,13.4,,1.3,290,56,1002.8,,,,10,12.6
155,창원,2023-04-29 23:00,12.1,,1.1,290,61,1003.8,,,,6,10.9
155,창원,2023-04-30 00:00,12.4,,1.4,290,55,1003.6,,,,5,10.1
155,창원,2023-04-30 01:00,12.1,,1.3,290,57,1004,,,,7,9.6
155,창원,2023-04-30 02:00,10.7,,1.2,340,67,1004.6,,,,6,9.1
155,창원,2023-04-30 03:00,10.6,,.6,290,60,1004.5,,,,6,8.5
155,창원,2023-04-30 04:00,9.8,,.6,70,66,1004.7,,,,5,8
155,창원,2023-04-30 05:00,9.1,,.6,70,69,1005.2,,,,5,7.5
155,창원,2023-04-30 06:00,9.6,,1.1,20,62,1005.7,0,0,,1,7.2
155,창원,2023-04-30 07:00,10.7,,.6,360,61,1006.5,1,.41,,0,9.8
155,창원,2023-04-30 08:00,12.2,,1.1,20,56,1006.8,1,1.15,,0,16.2
155,창원,2023-04-30 09:00,14.8,,2.3,50,44,1007.1,1,1.91,,0,20.9
155,창원,2023-04-30 10:00,16.5,,2,50,41,1007.2,1,2.58,,0,25.3
155,창원,2023-04-30 11:00,18.9,,1.2,90,36,1006.9,1,3.08,,0,29.2
155,창원,2023-04-30 12:00,19.9,,3,160,37,1006.6,1,3.37,,0,29.3
155,창원,2023-04-30 13:00,19.9,,3.2,160,40,1006.2,1,3.42,,0,29.4
155,창원,2023-04-30 14:00,19.7,,3.8,160,38,1005.6,1,3.27,,0,28.4
155,창원,2023-04-30 15:00,19.7,,2.9,160,37,1005.5,1,2.96,,0,27.2
155,창원,2023-04-30 16:00,19,,4.5,180,45,1005.1,1,2.4,,1,24.9
155,창원,2023-04-30 17:00,18.4,,2.3,230,48,1005.5,1,1.66,,2,21.9
155,창원,2023-04-30 18:00,17.8,,3.1,200,51,1005.8,1,.87,,2,18
155,창원,2023-04-30 19:00,16.3,,.5,290,58,1006.4,.3,.17,,0,15.5
155,창원,2023-04-30 20:00,14.1,,.4,0,69,1006.8,0,0,,0,13.6
155,창원,2023-04-30 21:00,13.1,,.7,270,74,1007.6,,,,0,12.5
155,창원,2023-04-30 22:00,12.6,,.4,0,73,1008.1,,,,0,11.6
155,창원,2023-04-30 23:00,12.9,,.4,0,52,1008,,,,0,10.6
155,창원,2023-05-01 00:00,13.5,,.7,250,48,1008.2,,,,0,9.9
156,광주,2023-04-29 01:00,18.2,0,1.5,200,98,1004.2,,,,10,17.7
156,광주,2023-04-29 02:00,17.4,.5,.7,200,99,1003.1,,,,10,17.4
156,광주,2023-04-29 03:00,17.2,2.4,.1,0,99,1001.9,,,,10,17.4
156,광주,2023-04-29 04:00,17.1,1,0,0,99,1000.7,,,,10,17.4
156,광주,2023-04-29 05:00,17.1,0,.8,270,99,1000.7,,,,10,17.4
156,광주,2023-04-29 06:00,17.4,,.4,0,99,1000.3,0,.06,,9,17.4
156,광주,2023-04-29 07:00,17.4,,.8,230,99,1000.4,0,.11,,9,17.7
156,광주,2023-04-29 08:00,17.9,,1.2,250,99,1000.3,0,.28,,10,19
156,광주,2023-04-29 09:00,18,,.8,250,99,1000,0,.31,,10,19.1
156,광주,2023-04-29 10:00,17.9,,2.3,270,99,1000.1,0,.27,,10,19
156,광주,2023-04-29 11:00,17.6,0,1.8,250,99,1000.2,0,.21,,10,18.5
156,광주,2023-04-29 12:00,16.9,.6,2.2,270,99,999.8,0,.19,,10,18.1
156,광주,2023-04-29 13:00,16.4,.6,1.1,270,99,999.5,0,.27,,10,18.2
156,광주,2023-04-29 14:00,15.3,.4,1,270,99,999.5,0,.27,,10,17.5
156,광주,2023-04-29 15:00,15.2,.2,.9,270,99,999.6,0,.24,,10,17.5
156,광주,2023-04-29 16:00,13.6,.5,1.4,360,99,999.4,0,.24,,10,16.6
156,광주,2023-04-29 17:00,13.4,0,1.2,320,99,999.7,0,.29,,10,16.3
156,광주,2023-04-29 18:00,13.4,0,.9,320,93,1000.1,.1,.41,,9,16.3
156,광주,2023-04-29 19:00,12.8,,1.5,320,84,1000.8,0,.27,,9,14.3
156,광주,2023-04-29 20:00,12.2,,1.6,290,90,1001.9,0,.06,,9,12.7
156,광주,2023-04-29 21:00,11.9,,1.1,290,91,1002.3,,,,8,12.4
156,광주,2023-04-29 22:00,11,,1.9,340,88,1003.4,,,,9,12
156,광주,2023-04-29 23:00,10.3,,1.1,360,84,1003.6,,,,9,11.6
156,광주,2023-04-30 00:00,10.1,,1.8,20,81,1004.1,,,,9,11
156,광주,2023-04-30 01:00,10.1,,1,340,82,1004.1,,,,9,11
156,광주,2023-04-30 02:00,9.8,,1.4,20,82,1003.8,,,,7,9.4
156,광주,2023-04-30 03:00,9.2,,.9,20,85,1003.7,,,,2,8.3
156,광주,2023-04-30 04:00,8.6,,.1,0,89,1003.7,,,,0,7.6
156,광주,2023-04-30 05:00,8.5,,.1,0,93,1004.1,,,,0,6.9
156,광주,2023-04-30 06:00,8.2,,0,0,94,1004.4,0,.06,,0,6.7
156,광주,2023-04-30 07:00,8.8,,.5,270,94,1005,.7,.4,,0,7.7
156,광주,2023-04-30 08:00,10.4,,.2,0,82,1005,1,1.11,,0,11.8
156,광주,2023-04-30 09:00,11.8,,.6,230,71,1005.2,1,1.89,,1,19.1
156,광주,2023-04-30 10:00,14.3,,1.7,250,61,1005.5,1,2.61,,0,25
156,광주,2023-04-30 11:00,16.1,,1,200,55,1005.2,1,3.18,,0,29.2
156,광주,2023-04-30 12:00,18.8,,1.6,270,48,1004.7,1,3.5,,0,31.9
156,광주,2023-04-30 13:00,20.8,,1.6,200,43,1003.8,1,3.59,,0,33.6
156,광주,2023-04-30 14:00,21.1,,2.2,270,36,1003.2,1,3.46,,0,33.7
156,광주,2023-04-30 15:00,20.9,,3.6,270,40,1003.4,1,3.1,,0,33.6
156,광주,2023-04-30 16:00,19.9,,4.2,270,35,1003.6,1,2.53,,0,30.7
156,광주,2023-04-30 17:00,19.6,,2.6,270,37,1003.5,1,1.82,,0,26.8
156,광주,2023-04-30 18:00,18.6,,2.4,290,39,1003.7,1,1.05,,0,21.1
156,광주,2023-04-30 19:00,16.6,,1.9,230,48,1003.9,.6,.31,,0,17.1
156,광주,2023-04-30 20:00,16,,1.9,250,54,1004.5,0,.06,,0,14.5
156,광주,2023-04-30 21:00,14.5,,2.1,230,65,1005.2,,,,0,13.1
156,광주,2023-04-30 22:00,13.4,,2.1,230,75,1005.6,,,,0,12
156,광주,2023-04-30 23:00,12.8,,2,230,80,1005.7,,,,0,11.3
156,광주,2023-05-01 00:00,12.4,,1.8,230,82,1005.9,,,,0,10.6
159,부산,2023-04-29 01:00,16.8,.8,2.7,200,94,1005.1,,,,10,19.3
159,부산,2023-04-29 02:00,16.2,.5,2.5,200,100,1004.1,,,,10,19.2
159,부산,2023-04-29 03:00,16.3,1.3,5,200,100,1003,,,,10,19.2
159,부산,2023-04-29 04:00,16.3,.3,3.2,230,100,1001.9,,,,10,19.2
159,부산,2023-04-29 05:00,16.3,1.7,5,200,100,1001.6,,,,10,19.1
159,부산,2023-04-29 06:00,15.9,.8,9.5,200,100,1001.3,0,0,,10,18.7
159,부산,2023-04-29 07:00,15.9,.4,6.7,200,100,1000.7,0,.01,,10,18.9
159,부산,2023-04-29 08:00,15.9,.1,5.8,200,100,1000.5,0,.05,,10,19.1
159,부산,2023-04-29 09:00,16.2,0,7,200,100,999.8,0,.15,,10,19.7
159,부산,2023-04-29 10:00,16.3,0,5.4,230,100,999.3,0,.19,,10,19.9
159,부산,2023-04-29 11:00,16.8,0,5.4,230,100,998.7,0,.32,,10,20.7
159,부산,2023-04-29 12:00,17.3,,3.4,200,100,997.5,0,.48,,10,23.3
159,부산,2023-04-29 13:00,18.3,,3.5,200,98,996.6,0,1.1,,10,27.5
159,부산,2023-04-29 14:00,17.4,1,5.2,200,100,996.4,0,.36,,10,21.2
159,부산,2023-04-29 15:00,17.2,1.9,4.5,200,100,995.6,0,.3,,10,20.9
159,부산,2023-04-29 16:00,16.7,1.4,4.1,230,98,995.2,0,.2,,10,20.5
159,부산,2023-04-29 17:00,16.6,.5,7.7,250,98,994.8,0,.23,,10,19.7
159,부산,2023-04-29 18:00,16.4,1.8,4.2,250,99,995.3,0,.08,,10,19.5
159,부산,2023-04-29 19:00,15.7,.4,3,250,98,995.2,0,.03,,10,18.7
159,부산,2023-04-29 20:00,15.3,.2,3.5,250,94,996.2,0,.01,,10,18.2
159,부산,2023-04-29 21:00,14.9,,4.5,250,95,996.6,,,,9,17.4
159,부산,2023-04-29 22:00,14.6,,3.7,270,74,997,,,,8,15.8
159,부산,2023-04-29 23:00,13.6,,6.6,270,65,997.7,,,,8,14.7
159,부산,2023-04-30 00:00,12.4,,2.7,110,68,998,,,,4,13.6
